val_loss,train_loss,psnr,ssim,epoch
0.8376402258872986,0.7562178373336792,,,1
0.6969424486160278,0.6469613909721375,,,2
0.5985666513442993,0.5551027655601501,,,3
0.5089841485023499,0.4729030132293701,,,4
0.4388867914676666,0.40754157304763794,,,5
0.3783370554447174,0.35508260130882263,,,6
0.33031806349754333,0.3064534068107605,,,7
0.2832848131656647,0.2783120274543762,,,8
0.24783067405223846,0.24703365564346313,,,9
0.2280869483947754,0.22028464078903198,,,10
0.22958536446094513,0.21279823780059814,,,11
0.19690220057964325,0.20129354298114777,,,12
0.18924659490585327,0.19135577976703644,,,13
0.1961849331855774,0.18298234045505524,,,14
0.18656392395496368,0.17505061626434326,,,15
0.1736454963684082,0.16618196666240692,,,16
0.16357502341270447,0.16441890597343445,,,17
0.16414053738117218,0.16491511464118958,,,18
0.15964838862419128,0.15225723385810852,,,19
0.15768782794475555,0.15290002524852753,,,20
0.15024176239967346,0.14344313740730286,,,21
0.15620987117290497,0.14463485777378082,,,22
0.14011338353157043,0.1409362554550171,,,23
0.14528179168701172,0.13752688467502594,,,24
0.13480636477470398,0.13421176373958588,,,25
0.1319093555212021,0.14030203223228455,,,26
0.13506947457790375,0.13139276206493378,,,27
0.13504551351070404,0.12610606849193573,,,28
0.13284146785736084,0.1281256079673767,,,29
0.13026490807533264,0.12397749722003937,,,30
0.1228083148598671,0.12736652791500092,,,31
0.11863364279270172,0.11646152287721634,,,32
0.1175316870212555,0.11964251101016998,,,33
0.11585638672113419,0.11553312838077545,,,34
0.11972229182720184,0.1201617494225502,,,35
0.11981644481420517,0.1172286868095398,,,36
0.1084662675857544,0.11862831562757492,,,37
0.11249256134033203,0.12120978534221649,,,38
0.10914658010005951,0.10914547741413116,,,39
0.10991094261407852,0.10960692912340164,,,40
0.11395688354969025,0.10697547346353531,,,41
0.10687205195426941,0.11452262103557587,,,42
0.1134883239865303,0.11429188400506973,,,43
0.10713781416416168,0.11079378426074982,,,44
0.09536360204219818,0.10411351174116135,,,45
0.10089097917079926,0.10470074415206909,,,46
0.09740806370973587,0.10690436512231827,,,47
0.09683259576559067,0.10875914245843887,,,48
0.10165759176015854,0.0981174185872078,,,49
0.1099114790558815,0.09874573349952698,23.896177291870117,0.6659517288208008,50
0.09865453839302063,0.10042776167392731,23.896177291870117,0.6659517288208008,51
0.09683211892843246,0.09642258286476135,23.896177291870117,0.6659517288208008,52
